"","gid","y_start","y_end","lnpeaksize","left","nat","right","rel","EAP","ECA","LAC","MENA","NA","SAS","SSA","mul_bases","total_atks","nonterr_deaths","competitor","ly","lpop","polity","elevation","diversity","shr_trans","duration","dur2","lcomp","latks","polity2","polity2sqr","end"
"217",217,2011,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.24257278442383,15.3139476776123,-7,853.3859,0,0,5,25,0,0.6931471824646,3,9,0
"218",218,1976,1988,6.90775537490845,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2.46153846153846,6.86451578140259,16.9450149536133,-7,949.2579,0,0,13,169,1.24171316623688,0.6931471824646,3,9,1
"219",219,2000,2005,4.60517024993896,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,8.09781742095947,17.0836086273193,9,1555.255,0,0,6,36,0.6931471824646,0.6931471824646,19,361,1
"220",220,1990,1990,2.30258512496948,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,8.68942356109619,17.3037948608398,7,595.62,0,1,1,1,0.6931471824646,1.0986123085022,17,289,1
"221",221,1979,1991,9.21034049987793,1,0,0,0,0,0,1,0,0,0,0,0,2099,2162,2,7.64656066894531,15.3685302734375,2,442.0164,0.582523575603284,0.0220588235294118,13,169,1.0986123085022,7.64969253540039,12,144,1
"222",222,2008,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,9.88888888888889,7.86927127838135,18.4376983642578,8,441.9939,0,0,8,64,2.38774299621582,0.6931471824646,18,324,0
"223",223,1993,NA,4.60517024993896,0,1,0,0,0,0,0,1,0,0,0,0,4,0,11.3333333333333,7.89475107192993,14.8622789382935,6,508.4611,0,0,23,529,2.51230573654175,1.60943794250488,16,256,0
"224",224,2006,NA,4.60517024993896,0,0,0,1,0,0,0,1,0,0,0,1,1,0,14.1818181818182,9.00053787231445,16.3546333312988,-1.5,881.57365,0,0,10,100,2.7200984954834,0.6931471824646,8.5,72.25,0
"225",225,1999,2000,2.30258512496948,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,7.89596652984619,15.5849609375,9,442.0164,0,0,2,4,0,0.6931471824646,19,361,1
"226",226,2011,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0.666666666666667,10.0119562149048,14.1698026657104,-10,NA,0,0,5,25,0.510825634002686,1.60943794250488,0,0,0
"227",227,2012,NA,6.90775537490845,0,0,0,1,0,0,0,1,0,0,0,0,6,3,13,8.71167469024658,15.6456823348999,0,423.6434,0,0,4,16,2.63905739784241,1.94591009616852,10,100,0
"228",228,1978,1991,4.60517024993896,1,0,0,0,0,0,1,0,0,0,0,0,15,41,1.92857142857143,7.64656066894531,15.3685302734375,2,442.0164,0,0,14,196,1.07451474666595,2.7725887298584,12,144,1
"229",229,1979,1988,2.30258512496948,1,0,0,0,0,0,0,1,0,0,0,0,7,0,1.2,8.83344268798828,17.4332332611084,0,1305.438,0,1,10,100,0.788457334041595,2.0794415473938,10,100,1
"230",230,2015,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,7,26,16.5,8.71167469024658,15.6456823348999,0,423.6434,0.444444444444444,1,1,1,2.86220097541809,2.0794415473938,10,100,0
"231",231,1975,2006,4.60517024993896,1,0,0,0,0,1,0,0,0,0,0,0,180,53,3.5,9.76450443267822,17.4527282714844,10,704.6398,0.142011834319526,0,32,1024,1.50407743453979,5.19849681854248,20,400,1
"232",232,2008,2008,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,5,10.3047685623169,16.2204570770264,10,498.576,0,1,1,1,1.7917594909668,0.6931471824646,20,400,1
"233",233,1975,2005,6.90775537490845,0,1,0,0,1,1,0,0,0,0,0,1,95,90,1.29032258064516,9.6015157699585,18.12278175354,2.333333,368.9537,0,0,31,961,0.828692674636841,4.5643482208252,12.3333330154419,152.111099243164,1
"234",234,2008,2014,4.60517024993896,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2.28571428571429,10.714919090271,18.2097434997559,10,270.8496,0,0,7,49,1.18958401679993,0.6931471824646,20,400,1
"235",235,1970,NA,4.60517024993896,0,1,0,0,1,0,0,0,0,0,0,1,29,40,1.07446808510638,7.9940357208252,18.9229679107666,-1.5,517.37165,0,0,46,2116,0.729704797267914,3.40119743347168,8.5,72.25,0
"236",236,2011,NA,9.21034049987793,0,1,0,0,0,0,0,1,0,0,0,0,64,203,25.1666666666667,NA,16.7295150756836,-9,513.9543,0.496527777777778,0.0434782608695652,5,25,3.26448631286621,4.17438745498657,1,1,0
"237",237,2009,2009,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,0,5,7.28910160064697,17.3315410614014,-4,568.4538,0,1,1,1,1.7917594909668,1.0986123085022,6,36,1
"238",238,2015,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,3,0,4,10.7235441207886,18.2184009552002,10,270.8496,0.444444444444444,0,1,1,1.60943794250488,1.3862943649292,20,400,0
"239",239,2010,2010,NA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.70440196990967,16.0658111572266,-7,NA,0,1,1,1,0,0.6931471824646,3,9,1
"240",240,1977,1983,4.60517024993896,0,1,0,0,0,0,0,1,0,0,0,0,12,191,10.4285714285714,NA,14.777060508728,0,1249.193,0,0.4,7,49,2.43611645698547,2.56494927406311,10,100,1
"241",241,1970,NA,4.60517024993896,0,1,0,0,0,0,0,0,0,0,1,0,18,9,1.25531914893617,7.43861389160156,16.5294761657715,-3,1112.805,0,0,46,2116,0.813291490077972,2.94443893432617,7,49,0
"242",242,1970,1977,6.90775537490845,0,1,0,0,0,0,0,1,0,0,1,1,3,1,0.3125,NA,14.5344476699829,-7,430.256,0,1,8,64,0.271933704614639,1.3862943649292,3,9,1
"243",243,2008,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,2,0,10.4444444444444,8.9695348739624,15.2291879653931,6,1249.193,0.5,0,8,64,2.437504529953,1.0986123085022,16,256,0
"244",244,2008,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,2,0,5.55555555555556,10.0101537704468,16.2102375030518,10,498.576,0,0,8,64,1.8803129196167,1.0986123085022,20,400,0
"245",245,2009,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,133,52,63.25,7.47240829467773,20.9925708770752,9,621.8081,0.662131519274376,0.0952380952380952,7,49,4.16278171539307,4.89784002304077,19,361,0
"246",246,1989,1989,2.30258512496948,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0.5,8.22676849365234,17.1632022857666,-8,706.83535,0,0,1,1,0.405465096235275,1.0986123085022,2,4,1
"247",247,2002,NA,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0.333333333333333,10.8689432144165,16.0688400268555,10,320.0909,0,0,14,196,0.287682086229324,1.3862943649292,20,400,0
"248",248,1997,2001,4.60517024993896,0,1,0,0,1,0,0,0,0,0,0,1,2,0,9.7,7.4723482131958,17.7910461425781,1,494.91745,0,0,5,25,2.3702437877655,1.0986123085022,11,121,1
"249",249,1990,1991,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,4,0,5,10.3903465270996,17.8847560882568,9,375.12,0.5,1,2,4,1.7917594909668,1.60943794250488,19,361,1
"250",250,1986,1986,2.30258512496948,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,10.3987293243408,16.5892486572266,10,272.4731,0,1,1,1,0.6931471824646,0.6931471824646,20,400,1
"251",251,2013,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,4,0,6,10.0278606414795,16.1969890594482,10,498.576,0,0,3,9,1.94591009616852,1.60943794250488,20,400,0
"252",252,1994,NA,2.30258512496948,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.782608695652174,8.50581359863281,16.5353145599365,5,1117.178,0,0,22,484,0.578077852725983,0.6931471824646,15,225,0
"253",253,1980,1980,2.30258512496948,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,NA,NA,NA,NA,0,0,1,1,0,1.60943794250488,NA,NA,1
"254",254,1980,1984,2.30258512496948,0,0,0,1,0,1,0,1,0,0,0,1,2,0,2.2,9.64387321472168,17.8841686248779,4,788.1438,0,1,5,25,1.16315078735352,1.0986123085022,14,196,1
"255",255,1970,1996,6.90775537490845,1,0,0,0,0,0,1,0,0,0,0,0,21,1,2.55555555555556,7.6777229309082,15.6510810852051,-3,759.6279,0,0,27,729,1.2685112953186,3.09104251861572,7,49,1
"256",256,1982,1996,9.21034049987793,1,0,0,0,0,0,1,0,0,0,0,0,93,17,3.13333333333333,7.67541265487671,15.9003000259399,-6,759.6279,0,0,15,225,1.41908419132233,4.54329490661621,4,16,1
"257",257,1972,1996,6.90775537490845,1,0,0,0,0,0,1,0,0,0,0,0,120,179,2.68,7.68415403366089,16.0650405883789,3,759.6279,0,0,25,625,1.30291271209717,4.79579067230225,13,169,1
"258",258,2014,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,15,45,16,8.67401504516602,15.6549882888794,0,423.6434,0,0,2,4,2.83321332931519,2.7725887298584,10,100,0
"259",259,1987,NA,6.90775537490845,0,1,0,0,0,0,0,1,0,0,0,1,318,619,9.98333333333333,9.7474536895752,15.6037139892578,6,508.4611,0,0.0909090909090909,29,841,2.39637899398804,5.76519107818604,16,256,0
"260",260,1970,NA,6.90775537490845,0,0,0,1,0,0,0,0,0,1,0,0,47,135,2.80851063829787,5.89741611480713,16.4037780761719,-7,1884.71,0,0,46,2116,1.33723819255829,3.8712010383606,3,9,0
"261",261,2012,2013,NA,0,0,0,1,0,0,0,1,0,0,0,0,1,2,2.5,8.70822906494141,18.1521949768066,-7,1305.438,0,0,2,4,1.25276291370392,0.6931471824646,3,9,1
"262",262,2013,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,1,0,28.25,NA,16.8016548156738,-9,513.9543,0,0,3,9,3.37587952613831,0.6931471824646,1,1,0
"263",263,1993,2002,4.60517024993896,0,1,0,0,0,0,0,0,0,1,0,1,9,17,29.65,6.71962070465088,20.2407531738281,2,819.91805,0,0,10,100,3.42263269424438,2.30258512496948,12,144,1
"264",264,1985,NA,4.60517024993896,0,0,0,1,0,0,0,0,0,1,0,0,2,2,23.03125,6.72593021392822,18.6513023376465,8,1018.028,0,0,31,961,3.17935514450073,1.0986123085022,18,324,0
"265",265,1984,NA,9.21034049987793,0,0,0,1,0,0,0,0,0,1,0,0,14,186,22.4545454545455,6.9883828163147,19.017936706543,7,1018.028,0,0,32,1024,3.15506434440613,2.70805025100708,17,289,0
"266",266,1982,1984,2.30258512496948,1,0,0,0,0,0,1,0,1,0,0,1,1,4,4.33333333333333,10.3503818511963,18.6115703582764,0.5,597.86275,0,0,3,9,1.6739764213562,0.6931471824646,10.5,110.25,1
"267",267,1977,NA,4.60517024993896,0,0,0,1,0,0,0,0,0,1,0,1,1,0,11.225,6.69439315795898,18.4399585723877,6,1451.369,0,0,39,1521,2.50348305702209,0.6931471824646,16,256,0
"268",268,1982,NA,6.90775537490845,0,0,0,1,0,0,0,1,0,0,0,0,149,295,9.71428571428571,8.68019390106201,14.7970590591431,0,1249.193,0.56,0.6,34,1156,2.37157797813416,5.01063537597656,10,100,0
"269",269,2015,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,7,21,3,9.9702320098877,17.2898254394531,-10,665.2062,0.375,0.25,1,1,1.3862943649292,2.0794415473938,0,0,0
"270",270,2011,2011,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,3,1,63,7.25587606430054,20.9441967010498,9,621.8081,0.666666666666667,0,1,1,4.1588830947876,1.3862943649292,19,361,1
"271",271,1970,NA,9.21034049987793,0,0,0,1,0,0,0,1,0,0,0,0,4,0,8.34042553191489,9.82190227508545,15.2277164459229,6,508.4611,0,0,46,2116,2.23435187339783,1.60943794250488,16,256,0
"272",272,1989,NA,4.60517024993896,0,0,0,1,0,0,0,0,0,1,0,0,106,199,25.4285714285714,6.94821500778198,18.8927631378174,2,1018.028,0.5,0,27,729,3.27444577217102,4.67282867431641,12,144,0
"273",273,2009,2013,NA,0,0,0,1,0,0,0,0,0,0,1,0,6,2,6.4,NA,16.3048419952393,0,409.9049,0.32,0,5,25,2.00148010253906,1.94591009616852,10,100,1
"274",274,1995,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,6,5,28.7727272727273,7.01319217681885,19.0388145446777,7,1018.028,0,0,21,441,3.39359283447266,1.94591009616852,17,289,0
"275",275,1992,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,4,0,49.04,6.63635778427124,20.7749576568604,9,621.8081,0,0,24,576,3.91282272338867,1.60943794250488,19,361,0
"276",276,2007,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,33,57,61,7.12071895599365,20.9174098968506,9,621.8081,0,0,9,81,4.12713432312012,3.52636051177979,19,361,0
"277",277,2001,2001,2.30258512496948,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6,7.38954544067383,18.1933441162109,8,441.9939,0,0,1,1,1.94591009616852,0.6931471824646,18,324,1
"278",278,2003,NA,4.60517024993896,1,0,0,0,0,1,0,0,0,0,0,0,35,0,2.64285714285714,10.5515537261963,17.8834819793701,10,538.7296,0,0,13,169,1.29276835918427,3.58351898193359,20,400,0
"279",279,1984,1984,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,2,0,3,10.1577711105347,17.8511085510254,10,538.7296,0,1,1,1,1.3862943649292,1.0986123085022,20,400,1
"280",280,1995,1995,2.30258512496948,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1.5,10.3646144866943,17.3815879821777,2,313.5207,0,1,1,1,0.916290760040283,0.6931471824646,12,144,1
"281",281,1974,1975,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,22,0,8,10.0545387268066,17.8091602325439,8,375.12,0,0.875,2,4,2.19722461700439,3.13549423217773,18,324,1
"282",282,1990,NA,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.74074074074074,10.4434394836426,17.920259475708,10,538.7296,0,0,26,676,1.31928360462189,0.6931471824646,20,400,0
"283",283,1973,2000,2.30258512496948,0,1,0,0,0,1,0,0,0,0,0,0,53,0,6.89285714285714,10.2905216217041,17.8669929504395,9,375.12,0,0,28,784,2.06595826148987,3.98898410797119,19,361,1
"284",284,2008,2009,NA,0,0,0,1,0,0,0,1,0,0,0,0,2,0,18,8.37900733947754,17.2131900787354,NA,312.0478,0,NA,2,4,2.94443893432617,1.0986123085022,NA,NA,1
"285",285,1982,1983,2.30258512496948,0,1,0,0,0,0,0,1,0,0,0,0,2,0,7.5,7.91947937011719,16.5118789672852,-9,312.0478,0,0,2,4,2.14006614685059,1.0986123085022,1,1,1
"286",286,1974,1998,4.60517024993896,0,1,0,0,0,1,0,0,0,0,0,1,88,56,5.2,9.88157749176025,17.2103652954102,10,137.49765,0.444444444444444,0.5,25,625,1.82454931735992,4.48863649368286,20,400,1
"287",287,1970,2005,6.90775537490845,0,1,0,0,0,1,0,0,0,0,0,1,1630,840,5.23611111111111,9.65483951568604,17.1980056762695,10,137.49765,0.493827160493827,1,36,1296,1.83035671710968,7.39694881439209,20,400,1
"288",288,1970,NA,6.90775537490845,0,0,0,1,0,0,0,0,0,1,0,0,2,0,16.468085106383,6.25661087036133,18.1405391693115,-7,1018.028,0,0,46,2116,2.86037540435791,1.0986123085022,3,9,0
"289",289,2003,NA,6.90775537490845,0,0,0,1,0,0,0,1,0,0,0,0,3,4,17.5714285714286,8.45432949066162,17.2726802825928,3,312.0478,0,0,13,169,2.92162418365479,1.3862943649292,13,169,0
"290",290,1991,1991,2.30258512496948,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,7.68415403366089,16.0650405883789,3,759.6279,0,1,1,1,1.60943794250488,0.6931471824646,13,169,1
"291",291,2000,2007,6.90775537490845,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.625,NA,16.2169075012207,0,409.9049,NA,NA,8,64,1.2878543138504,0,10,100,1
"292",292,2013,2015,9.21034049987793,0,0,0,1,0,0,0,1,0,0,0,0,24,107,28.3333333333333,NA,16.7459030151367,-9,513.9543,0.110726643598616,0.0588235294117647,3,9,3.37872457504272,3.21887588500977,1,1,1
"293",293,2004,2005,2.30258512496948,0,0,0,1,0,0,0,1,0,0,0,0,1,0,18.5,8.25780296325684,17.1116600036621,NA,312.0478,0,1,2,4,2.97041440010071,0.6931471824646,NA,NA,1
"294",294,2004,NA,2.30258512496948,0,0,0,1,0,1,0,0,0,0,0,0,3,4,0.923076923076923,7.11335754394531,17.1224994659424,-9,420.015,0,0,12,144,0.653926491737366,1.3862943649292,1,1,0
"295",295,1995,1997,2.30258512496948,0,0,0,1,0,0,0,1,0,0,0,1,1,0,3.5,9.83353996276855,16.6213321685791,-9.5,589.58025,0,0,3,9,1.50407743453979,0.6931471824646,0.5,0.25,1
"296",296,2011,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,1,1,65.3333333333333,7.40569400787354,20.9808959960938,9,621.8081,0,0,5,25,4.19469261169434,0.6931471824646,19,361,0
"297",297,1998,2015,6.90775537490845,0,0,0,1,0,1,0,1,0,1,0,1,2,21,5.14285714285714,7.81637859344482,21.0839958190918,-4.33333333333333,1598.47912857143,0,0,18,324,1.81528997421265,1.0986123085022,5.66666650772095,32.1111106872559,1
"298",298,2004,NA,2.30258512496948,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18.3846153846154,8.37900733947754,17.2131900787354,6,312.0478,NA,NA,12,144,2.96447968482971,0,16,256,0
"299",299,1989,2000,6.90775537490845,0,0,0,1,0,1,0,1,1,0,0,1,137,172,3.52777777777778,10.2703886032104,18.6971950531006,5.666667,523.101433333333,0,0,12,144,1.51023125648499,4.92725372314453,15.6666669845581,245.444458007812,1
"300",300,2014,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,33,49,10.6666666666667,6.87898731231689,18.8981609344482,1,85.4761,0.569444444444444,0.25,2,4,2.45673584938049,3.52636051177979,11,121,0
"301",301,2015,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,3,6,11,6.9369044303894,18.9089641571045,1,85.4761,0.467120181405896,0,1,1,2.4849066734314,1.3862943649292,11,121,0
"302",302,2004,NA,9.21034049987793,0,0,0,1,0,0,0,1,0,0,0,0,3640,18810,18.3846153846154,8.24068641662598,17.0857105255127,3,312.0478,0,0,12,144,2.96447968482971,8.20001411437988,13,169,0
"303",303,1982,NA,6.90775537490845,0,0,0,1,0,0,0,1,0,0,0,0,3,68,9.71428571428571,8.79577827453613,15.1985120773315,6,1249.193,0,0,34,1156,2.37157797813416,1.3862943649292,16,256,0
"304",304,2014,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,3,3,16,8.71167469024658,15.6456823348999,0,423.6434,0,0,2,4,2.83321332931519,1.3862943649292,10,100,0
"305",305,2012,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,5,9.36060237884521,18.779764175415,4,372.5321,0,0,4,16,1.7917594909668,0.6931471824646,14,196,0
"306",306,2016,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,1,3,7,NA,16.4770278930664,5,409.9049,0,0,0,0,2.0794415473938,0.6931471824646,15,225,0
"307",307,1989,2002,2.30258512496948,1,0,0,0,0,0,1,0,0,0,0,0,6,1,4.28571428571429,8.4688777923584,17.5144386291504,7,593.12,0,0,14,196,1.66500771045685,1.94591009616852,17,289,1
"308",308,2008,2015,6.90775537490845,0,0,0,1,0,0,0,1,0,0,0,0,1,0,19.5,NA,16.8609294891357,-7,513.9543,0,0,8,64,3.02042484283447,0.6931471824646,3,9,1
"309",309,2012,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,2,2,39.4,7.03896427154541,19.059268951416,7,1018.028,0,0,4,16,3.69882988929749,1.0986123085022,17,289,0
"310",310,2012,NA,4.60517024993896,0,0,0,1,0,0,0,1,0,0,0,0,9,44,2,8.72601127624512,18.1774768829346,-7,1305.438,0.666666666666667,0,4,16,1.0986123085022,2.30258512496948,3,9,0
"311",311,2015,NA,9.21034049987793,0,0,0,1,0,0,0,1,0,0,0,0,10,44,29,NA,16.7459030151367,-9,513.9543,0.375,0,1,1,3.40119743347168,2.39789533615112,1,1,0
"312",312,2012,NA,4.60517024993896,0,0,0,1,0,0,0,1,0,0,0,0,1,1,27.2,NA,16.8016548156738,-9,513.9543,0,1,4,16,3.33932209014893,0.6931471824646,1,1,0
"313",313,2004,NA,6.90775537490845,0,0,0,1,0,0,0,1,0,0,0,0,2,7,16.8461538461538,NA,16.7295150756836,-9,513.9543,0,0,12,144,2.8817880153656,1.0986123085022,1,1,0
"314",314,2003,2006,2.30258512496948,0,0,0,1,0,0,0,1,0,0,0,0,1,1,15.75,7.83440923690796,17.0591812133789,NA,312.0478,0,0,4,16,2.81839823722839,0.6931471824646,NA,NA,1
"315",315,2008,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,24,93,36.8888888888889,7.07277297973633,19.0792541503906,7,1018.028,0,0,8,64,3.63465785980225,3.21887588500977,17,289,0
"316",316,2000,NA,4.60517024993896,0,0,0,1,0,0,0,0,0,1,0,0,18,48,31.3529411764706,7.01319217681885,19.0388145446777,7,1018.028,0,0,16,256,3.47670483589172,2.94443893432617,17,289,0
"317",317,2002,NA,9.21034049987793,0,0,0,1,0,0,0,0,0,1,0,0,29,46,9,6.50189208984375,18.8068904876709,-6,85.4761,0,0,14,196,2.30258512496948,3.40119743347168,4,16,0
"318",318,2015,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,6,5,4,8.28771209716797,19.3804740905762,9,367.1235,0.48,0.2,1,1,1.60943794250488,1.94591009616852,19,361,0
"319",319,2008,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,7,0,3,8.09032535552979,19.319652557373,8,367.1235,0,0,8,64,1.3862943649292,2.0794415473938,18,324,0
"320",320,1971,1975,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.8,5.77777481079102,18.0451316833496,8,85.4761,NA,NA,5,25,0.587786674499512,0,18,324,1
"321",321,2015,NA,NA,0,0,0,1,0,0,0,0,0,1,0,1,14,14,23.25,6.78007125854492,18.5300598144531,3,1451.369,0.32,0,1,1,3.18841671943665,2.70805025100708,13,169,0
"322",322,1990,NA,6.90775537490845,0,0,0,1,0,0,0,0,0,1,0,0,11,46,26,6.68039083480835,18.6010799407959,8,1018.028,0,0,26,676,3.29583692550659,2.4849066734314,18,324,0
"323",323,1994,1996,4.60517024993896,0,1,0,0,0,0,0,0,0,1,0,0,6,29,18.3333333333333,6.72593021392822,18.6513023376465,8,1018.028,0.75,0.333333333333333,3,9,2.96183061599731,1.94591009616852,18,324,1
"324",324,2013,NA,4.60517024993896,0,1,0,0,0,0,0,0,0,1,0,0,2,1,39.75,7.01319217681885,19.0388145446777,7,1018.028,0,0,3,9,3.70745587348938,1.0986123085022,17,289,0
"325",325,2010,NA,6.90775537490845,0,1,0,0,0,0,0,0,0,1,0,0,4,0,17.2857142857143,6.52959203720093,17.1822128295898,6,2565.382,0,0,6,36,2.90612006187439,1.60943794250488,16,256,0
"326",326,2006,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,73,24,15.0909090909091,6.24052429199219,17.0713214874268,6,2565.382,0.375,0,10,100,2.77825450897217,4.30406522750854,16,256,0
"327",327,2007,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,2,0,16.1,6.40627527236938,17.1233921051025,6,2565.382,0,0,9,81,2.83907842636108,1.0986123085022,16,256,0
"328",328,1988,NA,NA,0,1,0,0,0,0,0,0,0,0,1,1,194,281,2.41379310344828,7.24574089050293,17.0601978302002,-4.5,555.88815,0.56775623268698,0.0989010989010989,28,784,1.22782397270203,5.27299976348877,5.5,30.25,0
"329",329,1970,2001,2.30258512496948,1,0,0,0,1,0,0,1,0,0,0,1,8,0,5.28125,10.0050706863403,17.827917098999,7.5,843.7551,0,0,32,1024,1.83756899833679,2.19722461700439,17.5,306.25,1
"330",330,1993,NA,6.90775537490845,0,0,0,1,1,0,0,0,0,0,0,1,27,284,2.9375,9.78572368621826,18.4237518310547,5,409.588,0,0,23,529,1.37054598331451,3.33220458030701,15,225,0
"331",331,2003,2004,2.30258512496948,0,1,0,0,0,0,0,1,0,0,0,1,1,0,13.25,9.56221103668213,15.4092931747437,6,508.4611,0,0,2,4,2.65675687789917,0.6931471824646,16,256,1
"332",332,1970,1987,2.30258512496948,0,0,0,1,0,0,0,0,1,0,0,0,58,4,6.83333333333333,10.2528228759766,19.260799407959,10,725.6519,0.32,1,18,324,2.05838823318481,4.07753753662109,20,400,1
"333",333,2013,NA,2.30258512496948,0,0,0,1,0,0,0,0,1,0,0,0,2,0,4,10.8577175140381,19.5870761871338,10,725.6519,0,0,3,9,1.60943794250488,1.0986123085022,20,400,0
"334",334,2012,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,3,0,65.8,7.47240829467773,20.9925708770752,9,621.8081,0,0,4,16,4.20170307159424,1.3862943649292,19,361,0
"335",335,2008,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,2,0,62.1111111111111,7.05352735519409,20.9032077789307,9,621.8081,0,0,8,64,4.14489698410034,1.0986123085022,19,361,0
"336",336,2008,2008,NA,0,0,0,1,0,0,0,1,0,0,0,0,1,12,2,8.74143695831299,18.1038513183594,-6,1305.438,0,0,1,1,1.0986123085022,0.6931471824646,4,16,1
"337",337,1997,2000,2.30258512496948,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,7.90078830718994,15.4104261398315,-2,812.3271,0,0,4,16,0,1.0986123085022,8,64,1
"338",338,2008,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,1,0,11.7777777777778,7.90607404708862,15.2134618759155,6,508.4611,0,0,8,64,2.54770755767822,0.6931471824646,16,256,0
"339",339,2012,NA,6.90775537490845,0,0,0,1,0,0,0,1,0,0,0,0,4,0,27.2,NA,16.7295150756836,-9,513.9543,0.375,0,4,16,3.33932209014893,1.60943794250488,1,1,0
"340",340,2015,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,5,69,1,8.35916805267334,16.2494087219238,7,246.5449,0.5,0,1,1,0.6931471824646,1.7917594909668,17,289,0
"341",341,2006,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,7,6,10,9.0419340133667,15.3390350341797,6,1249.193,0,0,10,100,2.39789533615112,2.0794415473938,16,256,0
"342",342,1996,NA,9.21034049987793,0,0,0,1,0,0,0,0,0,1,0,0,29,390,29.2857142857143,7.01319217681885,19.0388145446777,7,1018.028,0.611111111111111,0,20,400,3.41067624092102,3.40119743347168,17,289,0
"343",343,2005,2010,2.30258512496948,0,0,0,1,0,0,0,1,0,0,0,0,13,153,1.33333333333333,8.73996734619141,18.1153450012207,-7,1305.438,0.5,0,6,36,0.847297847270966,2.63905739784241,3,9,1
"344",344,2014,NA,2.30258512496948,0,0,0,1,1,0,0,0,0,0,0,0,1,1,11.6666666666667,7.82637071609497,18.421703338623,8,441.9939,0,0,2,4,2.53897380828857,0.6931471824646,18,324,0
"345",345,1987,1989,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5.33333333333333,8.76468181610107,17.767786026001,7,1167.001,0,0,3,9,1.84582674503326,0.6931471824646,17,289,1
"346",346,1975,1983,2.30258512496948,0,1,0,0,0,0,0,1,1,0,0,1,41,19,8.88888888888889,10.2576675415039,18.539306640625,5,987.42245,0.444444444444444,1,9,81,2.29141187667847,3.7376697063446,15,225,1
"347",347,2000,NA,6.90775537490845,0,1,0,0,0,0,0,0,0,0,1,0,18,242,5.23529411764706,7.02621746063232,17.1977272033691,-6,568.4538,0,0,16,256,1.83022570610046,2.94443893432617,4,16,0
