"","gid","y_start","y_end","lnpeaksize","left","nat","right","rel","EAP","ECA","LAC","MENA","NA","SAS","SSA","mul_bases","total_atks","nonterr_deaths","competitor","ly","lpop","polity","elevation","diversity","shr_trans","duration","dur2","lcomp","latks","polity2","polity2sqr","end"
"84",84,2004,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,2,31,33.4615384615385,7.07277297973633,19.0792541503906,7,1018.028,0,0,12,144,3.53984379768372,1.0986123085022,17,289,0
"85",85,2007,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,7,6,9.5,6.50189208984375,18.8068904876709,-6,85.4761,0,0,9,81,2.35137534141541,2.0794415473938,4,16,0
"86",86,1986,1986,2.30258512496948,0,1,0,0,0,1,0,0,0,0,0,0,1,2,3,10.2659997940063,18.168628692627,10,270.8496,0,1,1,1,1.3862943649292,0.6931471824646,20,400,1
"87",87,1984,1984,2.30258512496948,0,1,0,0,0,1,0,0,0,0,0,0,2,0,8,10.2434921264648,17.8492336273193,8,375.12,0,1,1,1,2.19722461700439,1.0986123085022,18,324,1
"88",88,2013,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,53,343,3.5,5.7053804397583,15.3195104598999,0,635.7053,0.375,0.5,3,9,1.50407743453979,3.98898410797119,10,100,0
"89",89,2000,2000,2.30258512496948,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5,7.67014408111572,19.1699275970459,6,367.1235,0,1,1,1,1.7917594909668,0.6931471824646,16,256,1
"90",90,1994,1996,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,3,0,3,10.4425830841064,18.2153568267822,10,270.8496,0,0,3,9,1.3862943649292,1.3862943649292,20,400,1
"91",91,1986,1988,2.30258512496948,1,0,0,0,0,0,0,1,0,0,0,0,4,0,12.6666666666667,8.68019390106201,14.8003120422363,0,1249.193,0,1,3,9,2.61495971679688,1.60943794250488,10,100,1
"92",92,1995,2003,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,10.429253578186,17.8566360473633,10,538.7296,0,0,9,81,1.60943794250488,0.6931471824646,20,400,1
"93",93,1999,1999,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6,10.4603071212769,17.8570919036865,10,538.7296,0,0,1,1,1.94591009616852,0.6931471824646,20,400,1
"94",94,1999,2000,2.30258512496948,0,0,1,0,0,1,0,0,0,0,0,0,2,0,6,10.4603071212769,17.8570919036865,10,538.7296,0,0,2,4,1.94591009616852,1.0986123085022,20,400,1
"95",95,1983,1987,4.60517024993896,0,0,1,0,0,1,0,0,0,0,0,1,17,17,6.2,10.031418800354,17.6691398620605,9,539.8799,0.444444444444444,1,5,25,1.97408103942871,2.89037179946899,19,361,1
"96",96,2010,2010,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,2,7.17719602584839,16.9770450592041,-2,999.8261,0,NA,1,1,1.0986123085022,0.6931471824646,8,64,1
"97",97,1974,1977,2.30258512496948,1,0,0,0,0,0,0,1,0,0,0,1,10,1,6.25,NA,15.4634971618652,-4.5,881.57365,0,0,4,16,1.981001496315,2.39789533615112,5.5,30.25,1
"98",98,1970,1986,4.60517024993896,0,1,0,0,0,0,0,1,0,0,0,1,3,1,6.05882352941177,9.32120895385742,16.8729553222656,0,442.99,0,1,17,289,1.9542783498764,1.3862943649292,10,100,1
"99",99,2012,NA,4.60517024993896,NA,NA,NA,NA,0,0,0,0,0,0,1,0,5,1,6,6.52026224136353,16.617525100708,5,343.7438,0,0,4,16,1.94591009616852,1.7917594909668,15,225,0
"100",100,2011,2011,NA,0,1,0,0,0,0,0,1,0,0,0,0,1,3,1,8.79825401306152,18.1395320892334,-7,1305.438,0,0,1,1,0.6931471824646,0.6931471824646,3,9,1
"101",101,1986,1986,2.30258512496948,0,1,0,0,0,1,0,0,0,0,0,0,1,0,9,10.2711811065674,17.8608875274658,9,375.12,0,1,1,1,2.30258512496948,0.6931471824646,19,361,1
"102",102,1989,1989,2.30258512496948,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,10.3795347213745,16.1118450164795,10,181.7746,0,1,1,1,0,0.6931471824646,20,400,1
"103",103,2009,NA,6.90775537490845,0,1,0,0,1,0,0,0,0,0,0,0,2,0,14.75,6.81054210662842,17.723539352417,-6,702.4269,0,0,7,49,2.756840467453,1.0986123085022,4,16,0
"104",104,2015,NA,6.90775537490845,0,1,0,0,1,0,0,0,0,0,0,0,1,0,14.5,7.25002527236938,17.783634185791,8,702.4269,0,0,1,1,2.74083995819092,0.6931471824646,18,324,0
"105",105,1998,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.789473684210526,9.15579032897949,16.5409259796143,9,1871.129,0,0,18,324,0.581921517848969,0.6931471824646,19,361,0
"106",106,2005,2005,2.30258512496948,0,1,0,0,0,0,0,1,0,0,0,0,1,8,2,8.64557933807373,18.0700130462646,-6,1305.438,0,0,1,1,1.0986123085022,0.6931471824646,4,16,1
"107",107,1974,1976,4.60517024993896,0,0,1,0,0,0,1,0,0,0,0,0,8,40,3.66666666666667,8.94713687896729,17.0598392486572,6,595.62,0,1,3,9,1.54044508934021,2.19722461700439,16,256,1
"108",108,1999,2001,2.30258512496948,0,1,0,0,0,1,0,0,0,0,0,0,3,0,6.66666666666667,10.5573921203613,17.9249496459961,9,375.12,0,1,3,9,2.03688192367554,1.3862943649292,19,361,1
"109",109,2002,2003,2.30258512496948,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,10.5733203887939,17.9394989013672,9,375.12,NA,NA,2,4,2.0794415473938,0,19,361,1
"110",110,1970,1972,2.30258512496948,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,9.26968288421631,14.8154067993164,NA,261.597,0,1,3,9,0,1.7917594909668,NA,NA,1
"111",111,1975,1991,4.60517024993896,1,0,0,0,0,0,1,0,0,0,0,0,37,17,1.58823529411765,7.64659357070923,15.4484767913818,6,442.0164,0,0,17,289,0.950976312160492,3.63758611679077,16,256,1
"112",112,1992,2005,6.90775537490845,0,0,0,1,0,0,0,1,0,0,0,0,157,951,3.21428571428571,8.31657981872559,17.3068866729736,2,572.8028,0,0,14,196,1.43848013877869,5.06259489059448,12,144,1
"113",113,2008,2009,NA,1,0,0,0,0,1,0,0,0,0,0,0,3,0,5.5,10.3047685623169,16.2204570770264,10,498.576,0,NA,2,4,1.8718022108078,1.3862943649292,20,400,1
"114",114,1982,1982,2.30258512496948,0,1,0,0,0,1,0,1,0,0,0,1,1,0,7.5,10.2796792984009,15.9523344039917,5,639.65935,0,1,1,1,2.14006614685059,0.6931471824646,15,225,1
"115",115,1970,1985,4.60517024993896,0,1,0,0,0,1,0,0,1,0,0,1,1,0,2.17708333333333,9.80898380279541,17.5633773803711,4.833333,803.6178,0,0,16,256,1.15596354007721,0.6931471824646,14.8333330154419,220.027770996094,1
"116",116,1980,1997,4.60517024993896,0,1,0,0,0,0,0,1,0,0,0,1,125,51,5.72222222222222,8.68019390106201,14.9425868988037,2.5,1520.6135,0,1,18,324,1.90541875362396,4.83628177642822,12.5,156.25,1
"117",117,2011,NA,9.21034049987793,0,0,0,1,0,0,0,1,0,0,0,0,1,22,25.1666666666667,NA,16.7459030151367,-9,513.9543,0,0,5,25,3.26448631286621,0.6931471824646,1,1,0
"118",118,2008,2008,NA,1,0,0,0,0,0,0,1,0,0,0,0,1,0,10,10.3076858520508,15.8045892715454,6,508.4611,0,0,1,1,2.39789533615112,0.6931471824646,16,256,1
"119",119,1989,1989,2.30258512496948,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,8.67445087432861,16.3824424743652,8,1871.129,0,1,1,1,1.3862943649292,0.6931471824646,18,324,1
"120",120,1979,2004,4.60517024993896,0,0,1,0,0,0,0,0,1,0,0,0,3,0,5.57692307692308,10.7429847717285,19.4857635498047,10,725.6519,0,0,26,676,1.88356697559357,1.3862943649292,20,400,1
"121",121,2006,NA,6.90775537490845,0,0,0,1,0,0,0,1,0,0,0,0,57,90,18.3636363636364,8.31832885742188,17.1615619659424,6,312.0478,0,0,10,100,2.96339678764343,4.06044292449951,16,256,0
"122",122,1989,NA,4.60517024993896,0,0,0,1,0,0,0,1,0,0,0,0,2,2,8.92857142857143,9.04795169830322,15.2465763092041,6,1249.193,0,0,27,729,2.29541659355164,1.0986123085022,16,256,0
"123",123,1984,2000,9.21034049987793,0,0,0,1,1,1,0,0,1,0,0,1,6,20,2.13725490196078,10.1592016220093,18.7363166809082,6.142857,513.897771428571,0,0,17,289,1.1433482170105,1.94591009616852,16.1428565979004,260.591827392578,1
"124",124,1979,1979,2.30258512496948,0,1,0,0,0,1,0,0,0,0,0,0,1,0,11,10.1886434555054,17.825216293335,8,375.12,0,0,1,1,2.4849066734314,0.6931471824646,18,324,1
"125",125,1981,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,25,14,6.13888888888889,5.90445232391357,18.2430038452148,-4,85.4761,0,0,35,1225,1.96555709838867,3.25809645652771,6,36,0
"126",126,2011,NA,6.90775537490845,0,1,0,0,0,0,0,0,0,0,1,0,18,37,5.16666666666667,6.55931568145752,16.6465358734131,5,343.7438,0.625,0,5,25,1.81915843486786,2.94443893432617,15,225,0
"127",127,1970,1977,4.60517024993896,1,0,0,0,0,1,0,0,0,0,0,0,51,6,1.25,9.88454723358154,18.1743869781494,10,270.8496,0,0,8,64,0.810930192470551,3.95124363899231,20,400,1
"128",128,1978,2007,4.60517024993896,0,1,0,0,0,0,0,0,0,1,0,0,1,6,27.7333333333333,5.92380714416504,20.3389492034912,8,621.8081,0,0,30,900,3.35805797576904,0.6931471824646,18,324,1
"129",129,2015,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,2,5,3,9.9702320098877,17.2898254394531,-10,665.2062,0,0,1,1,1.3862943649292,1.0986123085022,0,0,0
"130",130,2000,NA,6.90775537490845,0,1,0,0,0,0,0,0,0,1,0,0,104,200,31.3529411764706,6.94821500778198,18.8927631378174,2,1018.028,0,0,16,256,3.47670483589172,4.65396022796631,12,144,0
"131",131,1970,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,97,114,16.468085106383,6.95197105407715,18.933801651001,5,1018.028,0.444444444444444,0.333333333333333,46,2116,2.86037540435791,4.58496761322021,15,225,0
"132",132,2011,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,8,46,38.8333333333333,6.96649694442749,18.9967975616455,6,1018.028,0,0,5,25,3.68470406532288,2.19722461700439,16,256,0
"133",133,2010,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,1,1,38.2857142857143,6.9883828163147,19.017936706543,7,1018.028,0,0,6,36,3.67086100578308,0.6931471824646,17,289,0
"134",134,2007,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,216,109,36,6.95197105407715,18.933801651001,5,1018.028,0.56,0,9,81,3.61091780662537,5.37989711761475,15,225,0
"135",135,2012,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,4,3,39.4,7.03896427154541,19.059268951416,7,1018.028,0,0,4,16,3.69882988929749,1.60943794250488,17,289,0
"136",136,2009,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,23,21,37.625,6.94711256027222,18.9545993804932,6,1018.028,0,0,7,49,3.65389966964722,3.178053855896,16,256,0
"137",137,2008,NA,4.60517024993896,0,1,0,0,1,0,0,0,0,0,0,0,173,84,9.88888888888889,7.60628747940063,18.3396968841553,8,441.9939,0,0,8,64,2.38774299621582,5.15905523300171,18,324,0
"138",138,2001,NA,9.21034049987793,0,1,0,0,1,0,0,0,0,0,0,0,20,23,4.6875,8.22443866729736,17.9755363464355,9,287.408,0,0,15,225,1.73827075958252,3.04452252388,19,361,0
"139",139,2014,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,96,178,16,8.80943012237549,15.6407222747803,0,423.6434,0.625,0,2,4,2.83321332931519,4.57471084594727,10,100,0
"140",140,1970,NA,6.90775537490845,0,1,0,0,0,1,0,0,0,0,0,0,1690,534,3.27659574468085,9.76113796234131,17.4227695465088,9,704.6398,0.716760548411096,0.0927835051546392,46,2116,1.45315730571747,7.43307542800903,19,361,0
"141",141,2012,NA,9.21034049987793,0,1,0,0,0,0,0,0,0,1,0,0,1,0,65.8,7.47240829467773,20.9925708770752,9,621.8081,0,0,4,16,4.20170307159424,0.6931471824646,19,361,0
"142",142,2016,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,3,10,17,8.67401504516602,15.6549882888794,0,423.6434,0.5,0,0,0,2.89037179946899,1.3862943649292,10,100,0
"143",143,1973,1973,2.30258512496948,0,1,0,0,0,0,0,0,0,1,0,0,2,2,2,6.1582202911377,17.9595890045166,8,1018.028,0,1,1,1,1.0986123085022,1.0986123085022,18,324,1
"144",144,1988,1988,2.30258512496948,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6,8.76468181610107,17.767786026001,7,1167.001,0,1,1,1,1.94591009616852,0.6931471824646,17,289,1
"145",145,1983,1983,2.30258512496948,0,0,0,1,0,0,0,1,0,0,0,0,1,4,14,NA,14.7905578613281,0,1249.193,0,0,1,1,2.70805025100708,0.6931471824646,10,100,1
"146",146,1971,1974,4.60517024993896,0,1,0,0,0,0,0,1,0,0,0,1,50,68,4.25,NA,14.6098699569702,1.666667,856.6604,0.633744855967078,0.962962962962963,4,16,1.65822803974152,3.93182563781738,11.6666669845581,136.111114501953,1
"147",147,1999,2002,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,5,0,2,10.0551538467407,16.1955947875977,10,498.576,0.48,0.4,4,16,1.0986123085022,1.7917594909668,20,400,1
"148",148,1996,2003,6.90775537490845,0,1,0,0,0,0,0,0,0,1,0,1,6,37,22.25,6.85775661468506,20.0646133422852,-0.5,1421.01355,0,0,8,64,3.14630508422852,1.94591009616852,9.5,90.25,1
"149",149,2012,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,3,3,1,8.09746837615967,16.8322696685791,3,228.2774,0,0,4,16,0.6931471824646,1.3862943649292,13,169,0
"150",150,1996,1997,2.30258512496948,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,8.64070701599121,17.574348449707,9,1034.837,0,0,2,4,0.6931471824646,1.3862943649292,19,361,1
"151",151,2002,NA,9.21034049987793,0,0,0,1,0,0,0,0,0,0,1,0,1829,12393,6.4,7.26326179504395,18.6981048583984,4,380.1505,0,0,14,196,2.00148010253906,7.51207113265991,14,196,0
"152",152,1970,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,31,5,5.8936170212766,10.5694694519043,17.9322261810303,9,375.12,0,0,46,2116,1.93059587478638,3.465735912323,19,361,0
"153",153,2012,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,1,0,11.6,8.91561508178711,15.5388622283936,6,1249.193,0,0,4,16,2.53369688987732,0.6931471824646,16,256,0
"154",154,2012,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,3,0,13,8.71167469024658,15.6456823348999,0,423.6434,0,0,4,16,2.63905739784241,1.3862943649292,10,100,0
"155",155,1987,1987,2.30258512496948,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,7.16154813766479,15.6818723678589,9,1192.57,0,1,1,1,0.6931471824646,0.6931471824646,19,361,1
"156",156,1996,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,2,0,52.9047619047619,7.40569400787354,20.9808959960938,9,621.8081,0,0,20,400,3.98721885681152,1.0986123085022,19,361,0
"157",157,1983,2002,2.30258512496948,0,1,0,0,0,1,0,0,0,0,0,0,3,0,10.85,10.1055879592896,17.8506412506104,10,162.5733,0,0,20,400,2.47232794761658,1.3862943649292,20,400,1
"158",158,2005,2016,4.60517024993896,0,0,0,1,0,1,0,1,0,0,0,1,26,172,8.03333333333333,8.81639957427979,17.569486618042,0.2,676.2926,0,0,12,144,2.20092153549194,3.29583692550659,10.1999998092651,104.039993286133,1
"159",159,2015,NA,NA,0,0,0,1,0,1,0,0,0,0,0,0,8,9,5,9.33075332641602,18.7876987457275,4,372.5321,0.48,0,1,1,1.7917594909668,2.19722461700439,14,196,0
"160",160,1995,1995,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10.5061082839966,15.8884658813477,10,898.7706,0,1,1,1,0,0.6931471824646,20,400,1
"161",161,1975,1983,4.60517024993896,0,0,1,0,0,1,0,0,0,0,0,0,3,0,9.88888888888889,10.2005949020386,17.8290214538574,8,375.12,0,0,9,81,2.38774299621582,1.3862943649292,18,324,1
"162",162,1976,1990,2.30258512496948,1,0,0,0,0,0,1,0,0,0,0,0,13,0,0.733333333333333,8.99376106262207,17.1514892578125,-9,595.62,0,0,15,225,0.550046324729919,2.63905739784241,1,1,1
"163",163,1992,1992,2.30258512496948,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,8.83990383148193,16.4307899475098,8,1871.129,0,1,1,1,1.3862943649292,0.6931471824646,18,324,1
"164",164,1970,2001,4.60517024993896,1,0,0,0,1,0,0,0,0,0,0,0,59,0,1.53125,10.0196733474731,18.5408706665039,10,438.3172,0,0,32,1024,0.928713262081146,4.09434461593628,20,400,1
"165",165,1980,1991,4.60517024993896,1,0,0,0,0,0,1,0,0,0,0,1,15,2,1,7.40873622894287,15.0579624176025,0.5,491.617,0,0,12,144,0.6931471824646,2.7725887298584,10.5,110.25,1
"166",166,2009,2009,NA,0,1,0,0,0,0,0,0,0,1,0,0,1,3,57,7.12071895599365,20.9174098968506,9,621.8081,0,0,1,1,4.06044292449951,0.6931471824646,19,361,1
"167",167,2015,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,1,2,9,9.55516624450684,18.1914234161377,-4,1167.001,0,0,1,1,2.30258512496948,0.6931471824646,6,36,0
"168",168,2013,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,1,0,9.75,7.84896945953369,18.9886074066162,4,380.1505,0,0,3,9,2.37490582466125,0.6931471824646,14,196,0
"169",169,1999,2004,4.60517024993896,0,0,1,0,0,1,0,0,0,0,0,0,2,0,6.5,10.5694694519043,17.9322261810303,9,375.12,0,0,6,36,2.01490306854248,1.0986123085022,19,361,1
"170",170,1973,1973,2.30258512496948,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,15.4170484542847,-10,470.0736,0,1,1,1,0,0.6931471824646,0,0,1
"171",171,2004,2007,6.90775537490845,0,1,0,0,0,0,0,0,0,1,0,0,1,6,2,7.61229276657104,16.7793674468994,5,228.2774,0,0,4,16,1.0986123085022,0.6931471824646,15,225,1
"172",172,1992,1999,NA,0,0,1,0,1,0,0,0,0,0,0,0,1,0,12.25,10.2513599395752,17.8686923980713,10,162.5733,0,0,8,64,2.58399748802185,0.6931471824646,20,400,1
"173",173,1999,NA,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,8,0,5.11111111111111,10.6257934570312,18.0051441192627,9,375.12,0,0,17,289,1.81010866165161,2.19722461700439,19,361,0
"174",174,1971,1972,2.30258512496948,1,0,0,0,0,0,1,0,0,0,0,0,4,0,4,8.89972019195557,17.0256671905518,-9,595.62,0,1,2,4,1.60943794250488,1.60943794250488,1,1,1
"175",175,1972,1972,2.30258512496948,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,9.98530578613281,17.7850322723389,8,375.12,NA,NA,1,1,1.60943794250488,0,18,324,1
"176",176,1985,1986,4.60517024993896,0,1,0,0,0,1,0,1,0,0,0,1,9,3,7.5,9.71611213684082,17.387996673584,0.6666667,976.583666666667,0,0,2,4,2.14006614685059,2.30258512496948,10.6666669845581,113.777786254883,1
"177",177,1985,1985,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,15,3,2,10.2664337158203,16.1038246154785,10,181.7746,0,0.357142857142857,1,1,1.0986123085022,2.7725887298584,20,400,1
"178",178,1992,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,5,1,49.04,6.50818777084351,20.720666885376,9,621.8081,0,0,24,576,3.91282272338867,1.7917594909668,19,361,0
"179",179,2004,NA,6.90775537490845,1,0,0,0,0,0,0,0,0,1,0,0,1007,1032,58.6923076923077,7.52963781356812,21.0040531158447,9,621.8081,0.769454353283129,0,12,144,4.08920335769653,6.91572332382202,19,361,0
"180",180,1991,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,1,0,7.15384615384615,6.40627527236938,17.1233921051025,6,2565.382,0,0,25,625,2.09848976135254,0.6931471824646,16,256,0
"181",181,1996,2006,9.21034049987793,1,0,0,0,0,0,0,0,0,1,0,1,9,53,23.9090909090909,6.43832206726074,20.0716915130615,7,1593.59505,0,0,11,121,3.21523284912109,2.30258512496948,17,289,1
"182",182,2007,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,3,9.1,5.81183481216431,17.982536315918,5,430.1534,0,0,9,81,2.31253552436829,0.6931471824646,15,225,0
"183",183,1997,1998,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,5,0,2,9.99436664581299,16.1876697540283,10,498.576,0,0.666666666666667,2,4,1.0986123085022,1.7917594909668,20,400,1
"184",184,2008,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,33,0,5.55555555555556,10.1062536239624,16.2228965759277,10,498.576,0,0,8,64,1.8803129196167,3.52636051177979,20,400,0
"185",185,1986,NA,4.60517024993896,0,1,0,0,0,1,0,0,0,0,0,1,28,6,6.58064516129032,10.7051467895508,17.3462715148926,10,137.49765,0,0,30,900,2.0255982875824,3.36729574203491,20,400,0
"186",186,2009,2013,NA,0,1,0,0,0,0,0,0,0,0,1,0,6,9,2.2,6.164719581604,15.3174562454224,-1,635.7053,0,0,5,25,1.16315078735352,1.94591009616852,9,81,1
"187",187,2011,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,15,0,65.3333333333333,7.34610176086426,20.9690017700195,9,621.8081,0,0,5,25,4.19469261169434,2.7725887298584,19,361,0
"188",188,2014,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,7,4,6.66666666666667,6.61455249786377,16.7055950164795,5,343.7438,0,0,2,4,2.03688192367554,2.0794415473938,15,225,0
"189",189,1976,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,615,12,6.1219512195122,10.5262212753296,17.9181003570557,9,375.12,0.277777777777778,1,40,1600,1.96318173408508,6.42324686050415,19,361,0
"190",190,1983,1983,2.30258512496948,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,7.69505596160889,15.8757019042969,-7,759.6279,0,1,1,1,1.60943794250488,0.6931471824646,3,9,1
"191",191,1976,1982,2.30258512496948,0,1,0,0,0,0,0,0,1,0,0,0,4,1,8.14285714285714,10.1791400909424,19.2001667022705,10,725.6519,0,1,7,49,2.21297287940979,1.60943794250488,20,400,1
"192",192,2002,NA,4.60517024993896,0,1,0,0,0,1,0,0,0,0,0,0,3,3,3.6,9.33075332641602,18.7876987457275,4,372.5321,0,0,14,196,1.52605628967285,1.3862943649292,14,196,0
"193",193,1982,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,1,1,38.8,6.66612243652344,20.7923049926758,9,621.8081,0,0,34,1156,3.68386697769165,0.6931471824646,19,361,0
"194",194,2008,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,8,173,62.1111111111111,7.12071895599365,20.9174098968506,9,621.8081,0,0,8,64,4.14489698410034,2.19722461700439,19,361,0
"195",195,2013,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.00727653503418,16.9493141174316,3,615.2372,0,0,3,9,0,0.6931471824646,13,169,0
"196",196,2011,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,1,0,9,7.84874725341797,19.0150108337402,7,380.1505,0,0,5,25,2.30258512496948,0.6931471824646,17,289,0
"197",197,1970,NA,4.60517024993896,0,1,0,0,0,0,0,1,0,0,0,1,30,38,8.75531914893617,9.77311515808105,15.1708297729492,9,508.4611,0,0,46,2116,2.27781271934509,3.43398714065552,19,361,0
"198",198,2000,NA,9.21034049987793,0,1,0,0,0,0,0,0,0,0,1,0,68,314,7.64705882352941,5.7540283203125,17.8831272125244,5,430.1534,0.444444444444444,0,16,256,2.15721917152405,4.23410654067993,15,225,0
"199",199,2004,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,10,0,1.76923076923077,6.08130884170532,15.2980756759644,-1,635.7053,0,0,12,144,1.01856958866119,2.39789533615112,9,81,0
"200",200,1994,2010,6.90775537490845,0,1,0,0,1,0,0,0,0,0,0,0,15,17,15.1176470588235,5.84867525100708,17.6462249755859,-7,702.4269,0,0,17,289,2.77991485595703,2.7725887298584,3,9,1
"201",201,2003,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,3,0,16.0714285714286,NA,16.7459030151367,-9,513.9543,0,0,13,169,2.83740615844727,1.3862943649292,1,1,0
"202",202,1994,NA,4.60517024993896,1,0,0,0,0,1,0,0,0,0,0,0,33,8,6.04347826086957,9.20770359039307,18.0829563140869,7,1167.001,0,0,22,484,1.95210206508636,3.52636051177979,17,289,0
"203",203,1996,2012,4.60517024993896,0,1,0,0,0,0,0,0,0,1,0,0,10,12,49.8823529411765,7.20472192764282,20.9310760498047,9,621.8081,0,0,17,289,3.92951607704163,2.39789533615112,19,361,1
"204",204,2012,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,1,1,27.2,NA,16.7295150756836,-9,513.9543,0,0,4,16,3.33932209014893,0.6931471824646,1,1,0
"205",205,2014,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,232,609,1,8.04684257507324,17.6281986236572,4,176.7859,0.735341755749919,0.103448275862069,2,4,0.6931471824646,5.4510383605957,14,196,0
"206",206,2012,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,3,0,65.8,7.47240829467773,20.9925708770752,9,621.8081,0,0,4,16,4.20170307159424,1.3862943649292,19,361,0
"207",207,1987,NA,2.30258512496948,0,0,0,1,0,0,0,0,0,1,0,0,1,1,43.7333333333333,6.54974937438965,20.7391128540039,9,621.8081,0,0,29,841,3.80071902275085,0.6931471824646,19,361,0
"208",208,1992,NA,2.30258512496948,1,0,0,0,0,1,0,0,1,0,0,1,39,0,5.69333333333333,10.6969728469849,18.715030670166,10,458.615766666667,0,0,24,576,1.90111196041107,3.68887948989868,20,400,0
"209",209,1990,NA,4.60517024993896,0,1,0,0,1,0,0,0,0,0,0,0,7,41,0,7.72263860702515,20.9766674041748,-7,1839.95,0,0,26,676,0,2.0794415473938,3,9,0
"210",210,2013,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,7,0,2,8.93263149261475,17.828125,9,1034.837,0,0,3,9,1.0986123085022,2.0794415473938,19,361,0
"211",211,1984,1989,2.30258512496948,0,1,0,0,0,0,0,1,0,0,0,0,3,0,2,7.29970502853394,17.8145790100098,-6,321.5979,0,0,6,36,1.0986123085022,1.3862943649292,4,16,1
"212",212,2006,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4.54545454545455,7.70408821105957,18.1742572784424,-3,321.5979,0,0,10,100,1.71297860145569,0.6931471824646,7,49,0
"213",213,1970,1977,9.21034049987793,1,0,0,0,0,0,1,0,0,0,0,0,72,13,3.25,8.94650745391846,17.106840133667,-9,448.6651,0,0,8,64,1.44691896438599,4.29045963287354,1,1,1
"214",214,2009,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,1,0,11.75,10.6190996170044,17.9839286804199,10,162.5733,0,0,7,49,2.54553127288818,0.6931471824646,20,400,0
"215",215,1970,1991,9.21034049987793,0,1,0,0,0,0,0,0,0,0,1,1,17,4,2.36363636363636,5.22429323196411,16.7308120727539,-7,1091.72395,0,0,22,484,1.21302258968353,2.89037179946899,3,9,1
"216",216,1970,1991,9.21034049987793,0,1,0,0,0,0,0,0,0,0,1,1,4,2,2.36363636363636,5.45842170715332,16.5310974121094,-9,1091.72395,0,0,22,484,1.21302258968353,1.60943794250488,1,1,1
